,player,class,season,pos,school_name,conf_abbr,g,mp,fg,fga,fg2,fg2a,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,obpm,dbpm,bpm,ts_pct,efg_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,ows,dws,ws,pprod,year_drafted,round,pick_overall,allStar,pts_pg,fg_p,fg2_p,fg3_p,ft_p,trb_p,ast_p,stl_p,blk_p
813,Lance Stephenson,FR,2009-10,F,Cincinnati,Big East,34.0,960.0,162,368,146,295,16,73,79,119,63.0,119.0,182,84,31,6,81.0,66.0,419,17.9,4.1,2.9,7.4,0.493,0.462,7.3,14.0,10.6,19.1,1.9,0.7,16.0,26.2,101.4,100.3,1.4,1.3,2.8,413.0,2010,2,40,0,12.323529411764707,0.44021739130434784,0.49491525423728816,0.21917808218877838,0.6638655462129087,5.352941176470588,2.4705882352941178,0.9117647058823529,0.17647058823529413
993,Dewan Hernandez,SO,2017-18,F,Miami (FL),ACC,32.0,825.0,147,255,147,252,0,3,71,103,65.0,148.0,213,14,16,31,44.0,60.0,365,22.1,1.1,2.4,3.5,0.6,0.5760000000000001,9.3,20.8,15.1,3.4,1.1,4.1,12.6,21.7,116.5,98.9,2.0,1.5,3.5,339.0,2019,2,59,0,11.40625,0.5764705882352941,0.5833333333333334,0.0,0.689320388342822,6.65625,0.4375,0.5,0.96875
64,Pierre Jackson,SR,2012-13,G,Baylor,Big 12,36.0,1252.0,216,506,128,261,88,245,192,240,24.0,111.0,135,255,54,0,122.0,80.0,712,26.0,9.8,0.8,10.6,0.574,0.514,2.2,10.3,6.2,40.7,2.5,0.0,16.4,29.5,117.5,100.1,5.3,1.6,7.0,749.0,2013,2,42,0,19.77777777777778,0.4268774703557312,0.4904214559386973,0.35918367346792174,0.7999999999966667,3.75,7.083333333333333,1.5,0.0
156,John Collins,SO,2016-17,F,Wake Forest,ACC,33.0,878.0,234,376,234,375,0,1,164,220,124.0,200.0,324,17,21,52,60.0,98.0,632,35.9,6.6,1.3,7.9,0.6579999999999999,0.622,16.4,25.6,21.1,4.5,1.3,6.6,11.1,29.9,129.9,105.0,4.6,1.0,5.6,579.0,2017,1,19,0,19.151515151515152,0.6223404255319149,0.624,0.0,0.7454545454511571,9.818181818181818,0.5151515151515151,0.6363636363636364,1.5757575757575757
1136,Chinanu Onuaku,SO,2015-16,F,Louisville,ACC,31.0,762.0,137,221,137,220,0,1,33,56,91.0,172.0,263,51,24,62,65.0,92.0,307,26.4,3.6,10.2,13.9,0.62,0.62,13.7,25.8,19.8,12.9,1.9,9.6,20.8,20.5,114.7,84.9,1.8,2.3,4.2,314.0,2016,2,37,0,9.903225806451612,0.6199095022624435,0.6227272727272727,0.0,0.5892857142751914,8.483870967741936,1.6451612903225807,0.7741935483870968,2.0
1269,Deron Washington,FR,2004-05,F,Virginia Tech,ACC,30.0,722.0,89,187,86,182,3,5,57,95,59.0,78.0,137,31,29,30,48.0,85.0,238,21.2,4.1,2.9,7.4,0.513,0.484,6.0,14.8,11.0,12.7,1.9,1.8,17.1,22.9,114.1,97.9,0.7,1.6,2.3,425.0,2008,2,59,0,7.933333333333334,0.47593582887700536,0.4725274725274725,0.59999999988,0.5999999999936841,4.566666666666666,1.0333333333333334,0.9666666666666667,1.0
775,Devonte' Graham,SO,2015-16,G,Kansas,Big 12,38.0,1238.0,144,313,69,143,75,170,67,90,13.0,114.0,127,140,55,5,64.0,81.0,430,16.8,6.2,3.7,9.9,0.604,0.58,1.3,9.9,5.9,19.1,2.5,0.4,15.2,16.9,120.7,98.6,2.9,2.2,5.1,436.0,2018,2,34,0,11.31578947368421,0.46006389776357826,0.4825174825174825,0.4411764705856402,0.7444444444361729,3.3421052631578947,3.6842105263157894,1.4473684210526316,0.13157894736842105
1290,Taylor Griffin,JR,2007-08,F,Oklahoma,Big 12,35.0,768.0,74,173,68,151,6,22,73,95,56.0,115.0,171,30,29,25,42.0,84.0,227,21.2,4.1,2.9,7.4,0.52,0.445,6.0,14.8,13.2,8.0,1.9,2.4,16.1,17.9,114.1,97.9,0.7,1.9,2.6,425.0,2009,2,48,0,6.485714285714286,0.4277456647398844,0.4503311258278146,0.272727272714876,0.7684210526234903,4.885714285714286,0.8571428571428571,0.8285714285714286,0.7142857142857143
1493,Carl Landry,SR,2005-06,F,Purdue,Big Ten,5.0,123.0,24,43,22,37,2,6,26,31,9.0,17.0,26,5,4,2,17.0,17.0,76,21.2,4.1,2.9,7.4,0.6579999999999999,0.581,6.0,14.8,11.0,12.7,1.9,1.8,22.8,22.9,114.1,97.9,0.7,0.0,0.7,425.0,2007,2,31,0,15.2,0.5581395348837209,0.5945945945945946,0.33333333327777775,0.8387096773922997,5.2,1.0,0.8,0.4
670,Mario Chalmers,SO,2006-07,G,Kansas,Big 12,38.0,1108.0,159,324,100,178,59,146,87,113,11.0,104.0,115,124,97,16,91.0,95.0,464,21.2,4.1,2.9,7.4,0.614,0.5820000000000001,6.0,14.8,5.8,19.4,1.9,1.0,19.4,20.5,114.1,97.9,3.2,3.2,6.4,425.0,2008,2,34,0,12.210526315789474,0.49074074074074076,0.5617977528089888,0.40410958903832805,0.7699115044179654,3.026315789473684,3.263157894736842,2.5526315789473686,0.42105263157894735
825,Kevon Looney,FR,2014-15,F,UCLA,Pac-12,36.0,1113.0,151,321,129,268,22,53,92,147,122.0,209.0,331,51,46,32,45.0,104.0,416,21.9,4.2,4.0,8.2,0.532,0.505,12.2,21.0,16.6,9.1,2.5,3.3,10.3,19.7,116.5,97.0,2.8,2.0,4.8,428.0,2015,1,30,0,11.555555555555555,0.470404984423676,0.48134328358208955,0.41509433961480957,0.625850340131797,9.194444444444445,1.4166666666666667,1.2777777777777777,0.8888888888888888
326,Dylan Windler,JR,2017-18,F,Belmont,OVC,33.0,1168.0,204,365,135,203,69,162,94,131,57.0,250.0,307,90,34,31,78.0,86.0,571,24.8,5.1,3.2,8.3,0.6679999999999999,0.653,6.3,24.0,15.8,15.2,1.7,2.8,15.4,22.8,124.3,97.4,4.0,2.3,6.2,547.0,2019,1,26,0,17.303030303030305,0.5589041095890411,0.6650246305418719,0.42592592592329676,0.7175572519029194,9.303030303030303,2.727272727272727,1.0303030303030303,0.9393939393939394
1428,Nicolas Claxton,FR,2017-18,F,Georgia,SEC,33.0,485.0,44,98,36,76,8,22,34,65,55.0,74.0,129,6,5,42,23.0,57.0,130,16.1,-1.1,5.7,4.6,0.504,0.49,13.0,16.3,14.7,2.6,0.6,9.4,15.1,16.2,105.2,98.4,0.5,0.9,1.4,136.0,2019,2,31,0,3.9393939393939394,0.4489795918367347,0.47368421052631576,0.3636363636198347,0.5230769230688758,3.909090909090909,0.18181818181818182,0.15151515151515152,1.2727272727272727
872,Grant Williams,FR,2016-17,F,Tennessee,SEC,32.0,814.0,132,262,120,230,12,32,126,189,94.0,95.0,189,36,26,61,62.0,105.0,402,23.3,4.0,5.7,9.7,0.5710000000000001,0.527,12.2,12.8,12.5,9.6,1.8,7.9,15.0,24.3,112.9,99.9,2.0,1.3,3.4,395.0,2019,1,22,0,12.5625,0.5038167938931297,0.5217391304347826,0.3749999999882813,0.6666666666631393,5.90625,1.125,0.8125,1.90625
220,Sean Singletary,JR,2006-07,G,Virginia,ACC,32.0,1064.0,170,425,91,222,79,203,190,218,36.0,111.0,147,151,38,1,100.0,81.0,609,21.2,4.1,2.9,7.4,0.5760000000000001,0.493,6.0,14.8,7.5,30.1,1.9,0.1,15.9,28.4,114.1,97.9,3.1,1.8,4.9,425.0,2008,2,42,0,19.03125,0.4,0.4099099099099099,0.3891625615744376,0.871559633023525,4.59375,4.71875,1.1875,0.03125
1337,Luther Head,SO,2002-03,G,Illinois,Big Ten,25.0,509.0,68,131,40,65,28,66,34,46,23.0,48.0,71,42,27,3,40.0,42.0,198,21.2,4.1,2.9,7.4,0.648,0.626,6.0,14.8,8.2,15.4,1.9,0.4,20.7,19.4,114.1,97.9,1.6,1.1,2.7,425.0,2005,1,24,0,7.92,0.5190839694656488,0.6153846153846154,0.4242424242359963,0.7391304347665407,2.84,1.68,1.08,0.12
173,Olivier Hanlan,JR,2014-15,G,Boston College,ACC,32.0,1204.0,225,496,160,312,65,184,110,145,24.0,111.0,135,135,41,1,85.0,68.0,625,22.2,6.4,-0.3,6.0,0.5529999999999999,0.519,2.6,11.5,7.1,29.1,2.1,0.1,13.1,30.1,109.3,106.3,3.3,1.1,4.4,608.0,2015,2,42,0,19.53125,0.4536290322580645,0.5128205128205128,0.3532608695632975,0.7586206896499406,4.21875,4.21875,1.28125,0.03125
